filename,width,height,class,xmin,ymin,xmax,ymax,score
aug_2_1_0_563.jpg,388,284,person,295.0,93.0,351.0,165.0,0.9771633148193359
aug_2_2_0_248.jpg,388,284,person,98.0,108.0,157.0,156.0,0.848582923412323
aug_2_1_0_3205.jpg,388,284,person,300.0,140.0,352.0,191.0,0.948408305644989
aug_2_4_0_8265.jpg,388,284,person,170.0,91.0,225.0,166.0,0.9746337532997132
aug_2_2_0_5275.jpg,388,284,person,14.0,68.0,65.0,164.0,0.9847383499145508
aug_2_2_0_39.jpg,388,284,person,261.0,116.0,314.0,177.0,0.9492493867874146
aug_2_3_0_4965.jpg,388,284,person,276.0,76.0,334.0,136.0,0.948854386806488
aug_2_3_0_9097.jpg,388,284,person,283.0,198.0,336.0,248.0,0.9402892589569092
aug_2_1_0_4058.jpg,388,284,person,38.0,157.0,84.0,211.0,0.8094692230224609
aug_2_3_0_3342.jpg,388,284,person,270.0,126.0,308.0,182.0,0.9658114910125732
100380.jpg,388,284,person,85.0,141.0,128.0,205.0,0.9870826005935668
300796.jpg,388,284,person,102.0,140.0,151.0,187.0,0.8763817548751831
aug_2_1_0_6765.jpg,388,284,person,88.0,159.0,138.0,208.0,0.978291392326355
aug_2_1_0_3270.jpg,388,284,person,84.0,194.0,144.0,264.0,0.9009835720062256
aug_2_1_0_5396.jpg,388,284,person,220.0,109.0,268.0,150.0,0.9754090309143066
aug_2_2_0_3426.jpg,388,284,person,255.0,133.0,302.0,212.0,0.9864504933357242
aug_2_1_0_3295.jpg,388,284,person,251.0,113.0,305.0,189.0,0.9660815000534058
aug_2_2_0_1258.jpg,388,284,person,42.0,88.0,98.0,179.0,0.9578388333320618
300514.jpg,388,284,person,103.0,139.0,156.0,198.0,0.997120201587677
aug_2_4_0_7835.jpg,388,284,person,191.0,185.0,229.0,255.0,0.98758465051651
200248.jpg,388,284,person,85.0,136.0,138.0,194.0,0.8654690384864807
aug_2_3_0_656.jpg,388,284,person,5.0,199.0,67.0,258.0,0.8624383211135864
aug_2_1_0_2703.jpg,388,284,person,293.0,138.0,353.0,208.0,0.9074847102165222
aug_2_3_0_3661.jpg,388,284,person,36.0,172.0,123.0,255.0,0.9225574731826782
aug_2_4_0_1958.jpg,388,284,person,333.0,138.0,386.0,221.0,0.8983564972877502
aug_2_1_0_9081.jpg,388,284,person,218.0,130.0,274.0,189.0,0.9833486676216124
300401.jpg,388,284,person,106.0,145.0,153.0,193.0,0.9869896173477172
aug_2_3_0_3388.jpg,388,284,person,318.0,178.0,380.0,270.0,0.8444091677665709
300780.jpg,388,284,person,111.0,129.0,148.0,189.0,0.8772835731506348
aug_2_3_0_8767.jpg,388,284,person,59.0,117.0,105.0,208.0,0.8442745804786682
aug_2_3_0_2007.jpg,388,284,person,63.0,206.0,125.0,279.0,0.9755014181137084
200626.jpg,388,284,person,95.0,129.0,130.0,200.0,0.9062377214431764
aug_2_2_0_1580.jpg,388,284,person,260.0,93.0,319.0,156.0,0.9777747988700868
300766.jpg,388,284,person,97.0,138.0,152.0,188.0,0.8038140535354614
aug_2_2_0_1455.jpg,388,284,person,160.0,107.0,209.0,160.0,0.9622843265533448
300322.jpg,388,284,person,98.0,120.0,150.0,177.0,0.9308532476425172
aug_2_2_0_905.jpg,388,284,person,295.0,156.0,336.0,220.0,0.9598988890647888
300230.jpg,388,284,person,88.0,120.0,129.0,188.0,0.9593945741653442
aug_2_4_0_5621.jpg,388,284,person,70.0,80.0,110.0,138.0,0.9262160062789916
aug_2_2_0_4957.jpg,388,284,person,285.0,132.0,323.0,183.0,0.9004678130149841
aug_2_3_0_408.jpg,388,284,person,212.0,117.0,256.0,205.0,0.989421546459198
aug_2_1_0_3032.jpg,388,284,person,128.0,169.0,179.0,218.0,0.9614924788475036
aug_2_3_0_824.jpg,388,284,person,242.0,186.0,282.0,241.0,0.9710779786109924
aug_2_4_0_9923.jpg,388,284,person,197.0,132.0,253.0,186.0,0.9642657637596128
aug_2_4_0_503.jpg,388,284,person,312.0,66.0,364.0,139.0,0.9883341789245604
200444.jpg,388,284,person,78.0,173.0,139.0,225.0,0.9526716470718384
300439.jpg,388,284,person,98.0,144.0,152.0,192.0,0.9759548306465148
aug_2_3_0_1592.jpg,388,284,person,102.0,172.0,155.0,248.0,0.946064829826355
aug_2_4_0_903.jpg,388,284,person,54.0,126.0,105.0,171.0,0.9686199426651
aug_2_1_0_2564.jpg,388,284,person,195.0,192.0,260.0,247.0,0.8678463101387024
300193.jpg,388,284,person,95.0,121.0,151.0,177.0,0.9710428714752196
aug_2_4_0_657.jpg,388,284,person,280.0,171.0,334.0,248.0,0.8791468739509583
aug_2_1_0_4481.jpg,388,284,person,234.0,146.0,287.0,235.0,0.990188479423523
aug_2_4_0_3570.jpg,388,284,person,89.0,144.0,131.0,207.0,0.8427650332450867
200653.jpg,388,284,person,101.0,127.0,140.0,196.0,0.9318218231201172
aug_2_4_0_4944.jpg,388,284,person,253.0,82.0,289.0,132.0,0.9413328170776368
300650.jpg,388,284,person,98.0,134.0,134.0,188.0,0.8526292443275452
200831.jpg,388,284,person,71.0,141.0,131.0,197.0,0.8394093513488771
400423.jpg,388,284,person,86.0,154.0,141.0,212.0,0.9589996933937072
aug_2_3_0_4080.jpg,388,284,person,22.0,182.0,69.0,244.0,0.9786441326141356
aug_2_3_0_6201.jpg,388,284,person,64.0,106.0,109.0,153.0,0.8041449189186096
301055.jpg,388,284,person,109.0,132.0,162.0,191.0,0.8126955628395081
aug_2_1_0_1556.jpg,388,284,person,90.0,153.0,138.0,203.0,0.9891456961631776
aug_2_3_0_6802.jpg,388,284,person,78.0,69.0,117.0,129.0,0.9606560468673706
aug_2_4_0_4309.jpg,388,284,person,100.0,94.0,151.0,153.0,0.8718490600585938
100114.jpg,388,284,person,85.0,135.0,143.0,190.0,0.8689020872116089
300198.jpg,388,284,person,92.0,124.0,151.0,175.0,0.9296644926071168
aug_2_2_0_1807.jpg,388,284,person,311.0,80.0,366.0,158.0,0.9061075448989868
aug_2_3_0_3723.jpg,388,284,person,203.0,85.0,252.0,134.0,0.8846045732498169
aug_2_1_0_4641.jpg,388,284,person,235.0,147.0,283.0,202.0,0.9312050342559814
aug_2_2_0_6633.jpg,388,284,person,112.0,98.0,160.0,192.0,0.8192851543426514
301062.jpg,388,284,person,110.0,122.0,162.0,183.0,0.9713201522827148
400493.jpg,388,284,person,90.0,130.0,129.0,218.0,0.970593810081482
aug_2_2_0_6074.jpg,388,284,person,0.0,137.0,92.0,220.0,0.9119110703468324
aug_2_2_0_7480.jpg,388,284,person,78.0,114.0,125.0,193.0,0.9452530741691588
aug_2_4_0_1231.jpg,388,284,person,192.0,151.0,243.0,229.0,0.9846510291099548
aug_2_4_0_4992.jpg,388,284,person,265.0,128.0,315.0,181.0,0.9698795676231384
aug_2_2_0_7907.jpg,388,284,person,154.0,164.0,210.0,223.0,0.9984242916107178
400365.jpg,388,284,person,92.0,160.0,141.0,209.0,0.9834022521972656
aug_2_3_0_1128.jpg,388,284,person,45.0,108.0,94.0,165.0,0.8277339935302734
aug_2_2_0_1984.jpg,388,284,person,282.0,155.0,338.0,238.0,0.9809507131576538
aug_2_1_0_5720.jpg,388,284,person,186.0,108.0,236.0,164.0,0.996223509311676
aug_2_3_0_831.jpg,388,284,person,51.0,92.0,106.0,148.0,0.9974446296691896
aug_2_1_0_2503.jpg,388,284,person,300.0,149.0,360.0,210.0,0.9652798175811768
aug_2_3_0_6234.jpg,388,284,person,213.0,149.0,272.0,205.0,0.8547840118408203
aug_2_2_0_3103.jpg,388,284,person,292.0,109.0,343.0,191.0,0.939082682132721
aug_2_3_0_2840.jpg,388,284,person,295.0,182.0,387.0,279.0,0.9246071577072144
aug_2_1_0_7452.jpg,388,284,person,232.0,211.0,278.0,263.0,0.8826239705085754
300288.jpg,388,284,person,94.0,122.0,153.0,177.0,0.9640901684761048
aug_2_3_0_3157.jpg,388,284,person,235.0,137.0,289.0,214.0,0.9288226366043092
200661.jpg,388,284,person,80.0,138.0,140.0,198.0,0.8682345747947693
aug_2_2_0_738.jpg,388,284,person,60.0,146.0,108.0,209.0,0.9782875776290894
aug_2_2_0_3422.jpg,388,284,person,118.0,162.0,171.0,249.0,0.9634532332420348
300789.jpg,388,284,person,111.0,130.0,148.0,189.0,0.9373594522476196
aug_2_4_0_4197.jpg,388,284,person,88.0,159.0,137.0,218.0,0.8941601514816284
300743.jpg,388,284,person,96.0,134.0,144.0,192.0,0.9534997344017028
aug_2_4_0_2965.jpg,388,284,person,44.0,136.0,85.0,198.0,0.8978680968284607
300939.jpg,388,284,person,127.0,121.0,175.0,176.0,0.9906982183456421
aug_2_2_0_3341.jpg,388,284,person,267.0,163.0,319.0,216.0,0.9400404691696168
aug_2_1_0_1788.jpg,388,284,person,128.0,89.0,188.0,147.0,0.8164316415786743
aug_2_2_0_2970.jpg,388,284,person,208.0,84.0,259.0,147.0,0.9546319246292114
400593.jpg,388,284,person,93.0,134.0,127.0,203.0,0.8953872919082642
400661.jpg,388,284,person,47.0,128.0,143.0,207.0,0.9926917552947998
aug_2_4_0_124.jpg,388,284,person,42.0,182.0,96.0,234.0,0.9348716735839844
aug_2_1_0_4292.jpg,388,284,person,208.0,183.0,248.0,241.0,0.9374910593032836
aug_2_3_0_5574.jpg,388,284,person,70.0,179.0,121.0,237.0,0.8386546969413757
300828.jpg,388,284,person,99.0,124.0,149.0,183.0,0.982468843460083
aug_2_1_0_2460.jpg,388,284,person,288.0,125.0,342.0,202.0,0.8519781231880188
300458.jpg,388,284,person,105.0,142.0,150.0,191.0,0.8501480221748352
300946.jpg,388,284,person,112.0,120.0,161.0,177.0,0.985556960105896
100517.jpg,388,284,person,76.0,133.0,137.0,201.0,0.9409922957420348
aug_2_2_0_4865.jpg,388,284,person,171.0,151.0,222.0,200.0,0.8030821681022644
aug_2_2_0_3983.jpg,388,284,person,122.0,127.0,169.0,181.0,0.894013524055481
400292.jpg,388,284,person,88.0,153.0,143.0,214.0,0.9845788478851318
aug_2_2_0_2371.jpg,388,284,person,130.0,150.0,180.0,240.0,0.9961417913436892
aug_2_3_0_8056.jpg,388,284,person,88.0,126.0,122.0,199.0,0.8716937303543091
